,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
353,354,2011-12-20,winter,2011,12,Not Holiday,2,Workingday,Mist Cloudy,15.819153,19.822699999999998,59.5417,4.1252436,216.0,3534,3750.0
354,355,2011-12-21,spring,2011,12,Not Holiday,3,Workingday,Mist Cloudy,17.561653,21.40085,85.83330000000001,14.8338,107.0,2553,2660.0
355,356,2011-12-22,spring,2011,12,Not Holiday,4,Workingday,Mist Cloudy,17.356653,21.306050000000003,75.75,3.1674249999999997,227.0,2841,3068.0
356,357,2011-12-23,spring,2011,12,Not Holiday,5,Workingday,Clear Cloudy,15.306653,18.87565,68.625,18.374482,163.0,2046,2209.0
357,358,2011-12-24,spring,2011,12,Not Holiday,6,Weekend/Holiday,Clear Cloudy,12.4025,14.9621,54.25,12.750368,155.0,856,1011.0
358,359,2011-12-25,spring,2011,12,Not Holiday,0,Weekend/Holiday,Clear Cloudy,11.266103,13.998050000000001,68.13040000000001,10.391097,303.0,451,754.0
359,360,2011-12-26,spring,2011,12,Not Holiday,1,Weekend/Holiday,Clear Cloudy,13.191299,15.77675,50.6957,16.044155,430.0,887,1317.0
360,361,2011-12-27,spring,2011,12,Not Holiday,2,Workingday,Mist Cloudy,13.325000000000001,16.38165,76.25,12.62615,103.0,1059,1162.0
361,362,2011-12-28,spring,2011,12,Not Holiday,3,Workingday,Clear Cloudy,12.264330000000001,13.9987,50.39130000000001,19.695386999999997,255.0,2047,2302.0
362,363,2011-12-29,spring,2011,12,Not Holiday,4,Workingday,Clear Cloudy,10.181653,13.194600000000001,57.4167,8.000604000000001,254.0,2169,2423.0
363,364,2011-12-30,spring,2011,12,Not Holiday,5,Workingday,Clear Cloudy,12.778347000000002,15.9406,63.6667,9.000579,491.0,2508,2999.0
364,365,2011-12-31,spring,2011,12,Not Holiday,6,Weekend/Holiday,Clear Cloudy,16.81,20.70605,61.583299999999994,14.750318,665.0,1820,2485.0
365,366,2012-01-01,spring,2012,1,Not Holiday,0,Weekend/Holiday,Clear Cloudy,15.17,18.78105,69.25,12.875189,686.0,1608,2294.0
366,367,2012-01-02,spring,2012,1,Not Holiday,1,Weekend/Holiday,Clear Cloudy,11.194763,12.615199999999998,38.130399999999995,22.087555,244.0,1707,1951.0
367,368,2012-01-03,spring,2012,1,Not Holiday,2,Workingday,Clear Cloudy,6.1499999999999995,6.31375,44.125,24.499957000000002,89.0,2147,2236.0
368,369,2012-01-04,spring,2012,1,Not Holiday,3,Workingday,Mist Cloudy,4.4075,5.96685,41.4583,12.3749,95.0,2273,2368.0
369,370,2012-01-05,spring,2012,1,Not Holiday,4,Workingday,Clear Cloudy,10.899153,13.9206,52.416700000000006,8.709128999999999,140.0,3132,3272.0
370,371,2012-01-06,spring,2012,1,Not Holiday,5,Workingday,Clear Cloudy,13.700847,17.01335,54.2083,11.249836,307.0,3791,4098.0
371,372,2012-01-07,spring,2012,1,Not Holiday,6,Weekend/Holiday,Clear Cloudy,16.126653,19.53895,53.1667,11.708786,1070.0,3451,4521.0
372,373,2012-01-08,spring,2012,1,Not Holiday,0,Weekend/Holiday,Clear Cloudy,13.8375,17.012900000000002,46.5,12.833314,599.0,2826,3425.0
373,374,2012-01-09,spring,2012,1,Not Holiday,1,Workingday,Mist Cloudy,9.190847,12.37395,70.1667,6.6263000000000005,106.0,2270,2376.0
374,375,2012-01-10,spring,2012,1,Not Holiday,2,Workingday,Clear Cloudy,12.656536000000001,15.9413,64.65220000000001,12.565984,173.0,3425,3598.0
375,376,2012-01-11,spring,2012,1,Not Holiday,3,Workingday,Mist Cloudy,11.240847,14.14105,84.75,8.791807,92.0,2085,2177.0
376,377,2012-01-12,spring,2012,1,Not Holiday,4,Workingday,Mist Cloudy,15.682500000000001,19.0969,80.2917,12.124789,269.0,3828,4097.0
377,378,2012-01-13,spring,2012,1,Not Holiday,5,Workingday,Clear Cloudy,11.240847,12.4681,50.74999999999999,25.333236,174.0,3040,3214.0
378,379,2012-01-14,spring,2012,1,Not Holiday,6,Weekend/Holiday,Clear Cloudy,7.38,9.15435,45.75,12.541260999999999,333.0,2160,2493.0
379,380,2012-01-15,spring,2012,1,Not Holiday,0,Weekend/Holiday,Clear Cloudy,6.833347000000001,8.081249999999999,41.9167,16.834286,284.0,2027,2311.0
380,381,2012-01-16,spring,2012,1,Not Holiday,1,Weekend/Holiday,Clear Cloudy,7.79,9.53315,52.25,15.500986000000001,217.0,2081,2298.0
381,382,2012-01-17,spring,2012,1,Not Holiday,2,Workingday,Mist Cloudy,15.294763,18.2139,71.6087,23.39171,127.0,2808,2935.0
382,383,2012-01-18,spring,2012,1,Not Holiday,3,Workingday,Clear Cloudy,12.436653000000002,13.7627,44.333299999999994,25.50095375,109.0,3267,3376.0
383,384,2012-01-19,spring,2012,1,Not Holiday,4,Workingday,Clear Cloudy,7.79,9.501900000000001,49.75,14.750586,130.0,3162,3292.0
384,385,2012-01-20,spring,2012,1,Not Holiday,5,Workingday,Mist Cloudy,8.9175,11.047899999999998,45.0,13.58425,115.0,3048,3163.0
385,386,2012-01-21,spring,2012,1,Not Holiday,6,Weekend/Holiday,Mist Cloudy,7.106653,8.74375,83.125,14.917014,67.0,1234,1301.0
386,387,2012-01-22,spring,2012,1,Not Holiday,0,Weekend/Holiday,Mist Cloudy,6.6625000000000005,8.1125,79.625,13.375746000000001,196.0,1781,1977.0
387,388,2012-01-23,spring,2012,1,Not Holiday,1,Workingday,Mist Cloudy,8.951653,12.152899999999999,91.125,7.417436,145.0,2287,2432.0
388,389,2012-01-24,spring,2012,1,Not Holiday,2,Workingday,Clear Cloudy,14.0425,17.455399999999997,83.58330000000001,8.292389,439.0,3900,4339.0
389,390,2012-01-25,spring,2012,1,Not Holiday,3,Workingday,Clear Cloudy,12.060847,14.74105,64.375,10.791756999999999,467.0,3803,4270.0
390,391,2012-01-26,spring,2012,1,Not Holiday,4,Workingday,Mist Cloudy,14.008347,17.8025,76.95830000000001,4.9175186,244.0,3831,4075.0
391,392,2012-01-27,spring,2012,1,Not Holiday,5,Workingday,Mist Cloudy,17.425,20.76915,74.125,22.958689,269.0,3187,3456.0
392,393,2012-01-28,spring,2012,1,Not Holiday,6,Weekend/Holiday,Clear Cloudy,12.949152999999999,16.318949999999997,54.333299999999994,14.125542999999999,775.0,3248,4023.0
393,394,2012-01-29,spring,2012,1,Not Holiday,0,Weekend/Holiday,Clear Cloudy,11.5825,13.63605,31.125000000000004,16.08335,558.0,2685,3243.0
394,395,2012-01-30,spring,2012,1,Not Holiday,1,Workingday,Clear Cloudy,11.035847,13.13125,40.0833,14.458064,126.0,3498,3624.0
395,396,2012-01-31,spring,2012,1,Not Holiday,2,Workingday,Clear Cloudy,15.99,19.06585,41.6667,17.541739,324.0,4185,4509.0
396,397,2012-02-01,spring,2012,2,Not Holiday,3,Workingday,Clear Cloudy,19.235847,23.326900000000002,50.79169999999999,12.667489000000002,304.0,4275,4579.0
397,398,2012-02-02,spring,2012,2,Not Holiday,4,Workingday,Mist Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,190.0,3571,3761.0
398,399,2012-02-03,spring,2012,2,Not Holiday,5,Workingday,Clear Cloudy,12.846652999999998,15.4673,52.6667,11.959232,310.0,3841,4151.0
399,400,2012-02-04,spring,2012,2,Not Holiday,6,Weekend/Holiday,Mist Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,384.0,2448,2832.0
400,401,2012-02-05,spring,2012,2,Not Holiday,0,Weekend/Holiday,Mist Cloudy,10.899153,13.22605,68.7917,11.791732000000001,318.0,2629,2947.0
401,402,2012-02-06,spring,2012,2,Not Holiday,1,Workingday,Clear Cloudy,11.586969,14.8213,62.2174,10.304599999999999,206.0,3578,3784.0
402,403,2012-02-07,spring,2012,2,Not Holiday,2,Workingday,Clear Cloudy,14.520847,18.0552,49.625,9.874393000000001,199.0,4176,4375.0
403,404,2012-02-08,spring,2012,2,Not Holiday,3,Workingday,Mist Cloudy,10.523347,13.321050000000001,72.2917,8.959307,109.0,2693,2802.0
404,405,2012-02-09,spring,2012,2,Not Holiday,4,Workingday,Clear Cloudy,10.865,13.0994,56.2083,13.000478999999999,163.0,3667,3830.0
405,406,2012-02-10,spring,2012,2,Not Holiday,5,Workingday,Mist Cloudy,11.514153,14.6779,54.0,7.834243000000001,227.0,3604,3831.0
406,407,2012-02-11,spring,2012,2,Not Holiday,6,Weekend/Holiday,Light Rain/Snow,9.190847,10.54335,73.125,19.416332,192.0,1977,2169.0
407,408,2012-02-12,spring,2012,2,Not Holiday,0,Weekend/Holiday,Clear Cloudy,5.2275,5.0828999999999995,46.4583,25.50095375,73.0,1456,1529.0
408,409,2012-02-13,spring,2012,2,Not Holiday,1,Workingday,Clear Cloudy,9.1225,11.39565,41.125,11.207961,94.0,3328,3422.0
409,410,2012-02-14,spring,2012,2,Not Holiday,2,Workingday,Mist Cloudy,13.085847,16.697300000000002,50.875,9.458993,135.0,3787,3922.0
410,411,2012-02-15,spring,2012,2,Not Holiday,3,Workingday,Clear Cloudy,14.281653,17.58145,53.125,12.167200000000001,141.0,4028,4169.0
411,412,2012-02-16,spring,2012,2,Not Holiday,4,Workingday,Mist Cloudy,12.983346999999998,16.5081,75.29169999999999,6.125475000000001,74.0,2931,3005.0
412,413,2012-02-17,spring,2012,2,Not Holiday,5,Workingday,Clear Cloudy,14.076653,17.58145,63.4583,13.791682,349.0,3805,4154.0
413,414,2012-02-18,spring,2012,2,Not Holiday,6,Weekend/Holiday,Clear Cloudy,14.213347,17.77125,53.4583,12.792243,1435.0,2883,4318.0
414,415,2012-02-19,spring,2012,2,Not Holiday,0,Weekend/Holiday,Mist Cloudy,11.48,13.2894,51.5833,16.958504,618.0,2071,2689.0
415,416,2012-02-20,spring,2012,2,Not Holiday,1,Weekend/Holiday,Clear Cloudy,11.48,13.66955,50.7826,15.348561,502.0,2627,3129.0
416,417,2012-02-21,spring,2012,2,Not Holiday,2,Workingday,Clear Cloudy,11.800866000000001,14.755650000000001,59.434799999999996,13.783039,163.0,3614,3777.0
417,418,2012-02-22,spring,2012,2,Not Holiday,3,Workingday,Clear Cloudy,16.229153,19.63335,56.7917,15.709557,394.0,4379,4773.0
418,419,2012-02-23,spring,2012,2,Not Holiday,4,Workingday,Clear Cloudy,18.620846999999998,22.2223,55.45830000000001,12.791171,516.0,4546,5062.0
419,420,2012-02-24,spring,2012,2,Not Holiday,5,Workingday,Mist Cloudy,16.7075,20.54855,73.75,15.916989,246.0,3241,3487.0
420,421,2012-02-25,spring,2012,2,Not Holiday,6,Weekend/Holiday,Clear Cloudy,11.924153,12.78375,39.5833,25.50095375,317.0,2415,2732.0
421,422,2012-02-26,spring,2012,2,Not Holiday,0,Weekend/Holiday,Clear Cloudy,11.445847,13.4154,41.0,13.750342999999999,515.0,2874,3389.0
422,423,2012-02-27,spring,2012,2,Not Holiday,1,Workingday,Clear Cloudy,15.033347000000001,17.8977,49.0833,17.958211000000002,253.0,4069,4322.0
423,424,2012-02-28,spring,2012,2,Not Holiday,2,Workingday,Clear Cloudy,14.725847,17.67625,39.5833,12.958939,229.0,4134,4363.0
424,425,2012-02-29,spring,2012,2,Not Holiday,3,Workingday,Mist Cloudy,14.118267999999999,17.4235,80.4783,12.000839,65.0,1769,1834.0
425,426,2012-03-01,spring,2012,3,Not Holiday,4,Workingday,Clear Cloudy,19.919153,23.768549999999998,61.5417,15.208129,325.0,4665,4990.0
426,427,2012-03-02,spring,2012,3,Not Holiday,5,Workingday,Mist Cloudy,14.486653,17.9921,65.7083,9.708568,246.0,2948,3194.0
427,428,2012-03-03,spring,2012,3,Not Holiday,6,Weekend/Holiday,Mist Cloudy,16.980847,20.6746,62.125,10.792293,956.0,3110,4066.0
428,429,2012-03-04,spring,2012,3,Not Holiday,0,Weekend/Holiday,Clear Cloudy,13.359153,15.15105,40.3333,22.416257,710.0,2713,3423.0
429,430,2012-03-05,spring,2012,3,Not Holiday,1,Workingday,Clear Cloudy,9.976652999999999,12.05855,50.625,15.333486,203.0,3130,3333.0
430,431,2012-03-06,spring,2012,3,Not Holiday,2,Workingday,Clear Cloudy,10.591652999999999,12.752099999999999,45.6667,13.458625,221.0,3735,3956.0
431,432,2012-03-07,spring,2012,3,Not Holiday,3,Workingday,Clear Cloudy,16.570847,19.255,51.3333,23.167193,432.0,4484,4916.0
432,433,2012-03-08,spring,2012,3,Not Holiday,4,Workingday,Clear Cloudy,21.627499999999998,26.230199999999996,56.75,25.50095375,486.0,4896,5382.0
433,434,2012-03-09,spring,2012,3,Not Holiday,5,Workingday,Mist Cloudy,16.844153,19.85415,40.708299999999994,25.50095375,447.0,4122,4569.0
434,435,2012-03-10,spring,2012,3,Not Holiday,6,Weekend/Holiday,Clear Cloudy,11.7875,13.888349999999999,35.0417,15.125250000000001,968.0,3150,4118.0
435,436,2012-03-11,spring,2012,3,Not Holiday,0,Weekend/Holiday,Clear Cloudy,14.831299,17.9835,47.6957,14.913329000000001,1658.0,3253,4911.0
436,437,2012-03-12,spring,2012,3,Not Holiday,1,Workingday,Clear Cloudy,19.133347,22.9796,48.9167,13.916771,838.0,4460,5298.0
437,438,2012-03-13,spring,2012,3,Not Holiday,2,Workingday,Clear Cloudy,23.165,27.14645,61.75000000000001,15.87565,762.0,5085,5847.0
438,439,2012-03-14,spring,2012,3,Not Holiday,3,Workingday,Clear Cloudy,23.4725,27.43085,50.708299999999994,7.709154,997.0,5315,6312.0
439,440,2012-03-15,spring,2012,3,Not Holiday,4,Workingday,Clear Cloudy,22.857499999999998,26.64125,57.958299999999994,10.042161,1005.0,5187,6192.0
440,441,2012-03-16,spring,2012,3,Not Holiday,5,Workingday,Mist Cloudy,17.869153,21.81145,84.20830000000001,7.583864,548.0,3830,4378.0
441,442,2012-03-17,spring,2012,3,Not Holiday,6,Weekend/Holiday,Mist Cloudy,21.080847000000002,25.252299999999998,75.5833,7.417168,2266.75,4681,6947.75
442,443,2012-03-18,spring,2012,3,Not Holiday,0,Weekend/Holiday,Mist Cloudy,19.3725,23.200000000000003,81.0,8.501161,2207.0,3685,5892.0
443,444,2012-03-19,spring,2012,3,Not Holiday,1,Workingday,Clear Cloudy,22.345000000000002,26.64105,72.875,10.875238999999999,982.0,5171,6153.0
444,445,2012-03-20,spring,2012,3,Not Holiday,2,Workingday,Clear Cloudy,22.994153,26.926650000000002,80.7917,8.125157,1051.0,5042,6093.0
445,446,2012-03-21,summer,2012,3,Not Holiday,3,Workingday,Mist Cloudy,21.798347,25.6629,82.125,6.000406099999999,1122.0,5108,6230.0
446,447,2012-03-22,summer,2012,3,Not Holiday,4,Workingday,Clear Cloudy,22.720847,26.57835,83.125,7.876654,1334.0,5537,6871.0
447,448,2012-03-23,summer,2012,3,Not Holiday,5,Workingday,Mist Cloudy,24.668346999999997,28.50335,69.41669999999999,7.7921000000000005,2266.75,5893,8159.75
448,449,2012-03-24,summer,2012,3,Not Holiday,6,Weekend/Holiday,Mist Cloudy,20.6025,24.336650000000002,88.5417,12.916461,1033.0,2339,3372.0
449,450,2012-03-25,summer,2012,3,Not Holiday,0,Weekend/Holiday,Mist Cloudy,17.9375,21.874399999999998,88.0833,14.791924999999999,1532.0,3464,4996.0
450,451,2012-03-26,summer,2012,3,Not Holiday,1,Workingday,Clear Cloudy,18.279153,21.9375,47.7917,25.50095375,795.0,4763,5558.0
451,452,2012-03-27,summer,2012,3,Not Holiday,2,Workingday,Clear Cloudy,13.256653,15.7827,28.999999999999996,12.541864,531.0,4571,5102.0
452,453,2012-03-28,summer,2012,3,Not Holiday,3,Workingday,Clear Cloudy,19.850847,23.5475,48.125,19.541957,674.0,5024,5698.0
453,454,2012-03-29,summer,2012,3,Not Holiday,4,Workingday,Clear Cloudy,20.260847000000002,24.1152,43.9167,21.41655,834.0,5299,6133.0
454,455,2012-03-30,summer,2012,3,Not Holiday,5,Workingday,Mist Cloudy,15.17,18.78105,58.0833,9.250489,796.0,4663,5459.0
455,456,2012-03-31,summer,2012,3,Not Holiday,6,Weekend/Holiday,Mist Cloudy,17.390847,21.0854,73.83330000000001,16.791338999999997,2266.75,3934,6200.75
456,457,2012-04-01,summer,2012,4,Not Holiday,0,Weekend/Holiday,Mist Cloudy,17.459153,20.86435,67.625,11.541889,2266.75,3694,5960.75
457,458,2012-04-02,summer,2012,4,Not Holiday,1,Workingday,Clear Cloudy,17.790433,21.37565,50.4348,20.913313,1208.0,4728,5936.0
458,459,2012-04-03,summer,2012,4,Not Holiday,2,Workingday,Clear Cloudy,19.133347,23.07415,39.6667,6.708911,1348.0,5424,6772.0
459,460,2012-04-04,summer,2012,4,Not Holiday,3,Workingday,Clear Cloudy,22.208347,26.6725,46.958299999999994,12.125325,1058.0,5378,6436.0
460,461,2012-04-05,summer,2012,4,Not Holiday,4,Workingday,Clear Cloudy,17.835,21.55815,37.416700000000006,14.708443,1192.0,5265,6457.0
461,462,2012-04-06,summer,2012,4,Not Holiday,5,Workingday,Clear Cloudy,16.536653,19.538349999999998,37.7083,20.125996,1807.0,4653,6460.0
462,463,2012-04-07,summer,2012,4,Not Holiday,6,Weekend/Holiday,Clear Cloudy,17.9375,21.306449999999998,25.4167,18.416356999999998,2266.75,3605,5871.75
463,464,2012-04-08,summer,2012,4,Not Holiday,0,Weekend/Holiday,Clear Cloudy,20.5,24.62125,27.5833,15.583931999999999,2230.0,2939,5169.0
464,465,2012-04-09,summer,2012,4,Not Holiday,1,Workingday,Clear Cloudy,20.055847,23.8319,31.75,23.999132,905.0,4680,5585.0
465,466,2012-04-10,summer,2012,4,Not Holiday,2,Workingday,Clear Cloudy,18.313347,21.81165,43.5,16.708125000000003,819.0,5099,5918.0
466,467,2012-04-11,summer,2012,4,Not Holiday,3,Workingday,Clear Cloudy,14.296536,16.8637,46.9565,19.783358,482.0,4380,4862.0
467,468,2012-04-12,summer,2012,4,Not Holiday,4,Workingday,Clear Cloudy,16.2975,19.3802,46.625,19.458743,663.0,4746,5409.0
468,469,2012-04-13,summer,2012,4,Not Holiday,5,Workingday,Clear Cloudy,18.142500000000002,21.590400000000002,40.8333,10.416557,1252.0,5146,6398.0
469,470,2012-04-14,summer,2012,4,Not Holiday,6,Weekend/Holiday,Clear Cloudy,20.294999999999998,24.3998,50.29169999999999,12.791439,2266.75,4665,6931.75
470,471,2012-04-15,summer,2012,4,Not Holiday,0,Weekend/Holiday,Clear Cloudy,24.873347,28.69375,50.79169999999999,15.083643,2266.75,4286,6552.75
471,472,2012-04-16,summer,2012,4,Not Holiday,1,Weekend/Holiday,Clear Cloudy,27.230846999999997,30.746250000000003,56.166700000000006,19.083543,1198.0,5172,6370.0
472,473,2012-04-17,summer,2012,4,Not Holiday,2,Workingday,Clear Cloudy,24.941653000000002,29.92435,39.0417,18.333143,989.0,5702,6691.0
473,474,2012-04-18,summer,2012,4,Not Holiday,3,Workingday,Mist Cloudy,18.996653,22.8519,56.9167,11.250104,347.0,4020,4367.0
474,475,2012-04-19,summer,2012,4,Not Holiday,4,Workingday,Clear Cloudy,20.431653,24.6523,61.25000000000001,4.417256399999999,846.0,5719,6565.0
475,476,2012-04-20,summer,2012,4,Not Holiday,5,Workingday,Clear Cloudy,21.593347,25.78875,69.4583,10.041357,1340.0,5950,7290.0
476,477,2012-04-21,summer,2012,4,Not Holiday,6,Weekend/Holiday,Clear Cloudy,23.369999999999997,27.14605,68.2917,19.000328999999997,2266.75,4083,6349.75
477,478,2012-04-22,summer,2012,4,Not Holiday,0,Weekend/Holiday,Light Rain/Snow,16.263347,19.4752,83.54169999999999,23.084582,120.0,907,1027.0
478,479,2012-04-23,summer,2012,4,Not Holiday,1,Workingday,Mist Cloudy,13.188346999999998,15.056249999999999,76.66669999999999,20.334232,195.0,3019,3214.0
479,480,2012-04-24,summer,2012,4,Not Holiday,2,Workingday,Clear Cloudy,16.946653,20.26415,45.4167,16.708661,518.0,5115,5633.0
480,481,2012-04-25,summer,2012,4,Not Holiday,3,Workingday,Clear Cloudy,19.543347,23.51585,42.7917,7.959064,655.0,5541,6196.0
481,482,2012-04-26,summer,2012,4,Not Holiday,4,Workingday,Mist Cloudy,20.431653,24.17915,75.66669999999999,11.833875,475.0,4551,5026.0
482,483,2012-04-27,summer,2012,4,Not Holiday,5,Workingday,Clear Cloudy,18.7575,22.63185,40.0833,23.291411,1014.0,5219,6233.0
483,484,2012-04-28,summer,2012,4,Not Holiday,6,Weekend/Holiday,Mist Cloudy,15.443347,18.8752,48.9583,8.708325,1120.0,3100,4220.0
484,485,2012-04-29,summer,2012,4,Not Holiday,0,Weekend/Holiday,Clear Cloudy,18.791653,22.50605,58.7083,7.8328359999999995,2229.0,4075,6304.0
485,486,2012-04-30,summer,2012,4,Not Holiday,1,Workingday,Mist Cloudy,19.030847,22.8848,56.99999999999999,11.499746,665.0,4907,5572.0
486,487,2012-05-01,summer,2012,5,Not Holiday,2,Workingday,Mist Cloudy,25.146653,28.85105,65.95830000000001,10.458432,653.0,5087,5740.0
487,488,2012-05-02,summer,2012,5,Not Holiday,3,Workingday,Clear Cloudy,23.130847,26.894800000000004,79.7083,9.249885999999998,667.0,5502,6169.0
488,489,2012-05-03,summer,2012,5,Not Holiday,4,Workingday,Mist Cloudy,22.96,26.862099999999998,76.83330000000001,8.957632,764.0,5657,6421.0
489,490,2012-05-04,summer,2012,5,Not Holiday,5,Workingday,Clear Cloudy,25.7275,29.54585,73.54169999999999,10.916846,1069.0,5227,6296.0
490,491,2012-05-05,summer,2012,5,Not Holiday,6,Weekend/Holiday,Mist Cloudy,25.488346999999997,29.2304,75.66669999999999,10.250464,2266.75,4387,6653.75
491,492,2012-05-06,summer,2012,5,Not Holiday,0,Weekend/Holiday,Mist Cloudy,23.0625,27.336850000000002,74.0,10.041893,2135.0,4224,6359.0
492,493,2012-05-07,summer,2012,5,Not Holiday,1,Workingday,Mist Cloudy,22.037499999999998,26.3571,66.41669999999999,15.458307000000001,1008.0,5265,6273.0
493,494,2012-05-08,summer,2012,5,Not Holiday,2,Workingday,Mist Cloudy,23.848347,27.87355,68.58330000000001,19.833942999999998,738.0,4990,5728.0
494,495,2012-05-09,summer,2012,5,Not Holiday,3,Workingday,Mist Cloudy,23.575,27.65125,74.4167,14.499604,620.0,4097,4717.0
495,496,2012-05-10,summer,2012,5,Not Holiday,4,Workingday,Clear Cloudy,20.739152999999998,24.58915,55.2083,21.042220999999998,1026.0,5546,6572.0
496,497,2012-05-11,summer,2012,5,Not Holiday,5,Workingday,Clear Cloudy,21.866653,26.04165,36.0417,15.874779,1319.0,5711,7030.0
497,498,2012-05-12,summer,2012,5,Not Holiday,6,Weekend/Holiday,Clear Cloudy,23.130847,27.24085,48.0417,8.249911,2266.75,4807,7073.75
498,499,2012-05-13,summer,2012,5,Not Holiday,0,Weekend/Holiday,Clear Cloudy,25.1125,29.2619,57.62500000000001,15.082839,2172.0,3946,6118.0
499,500,2012-05-14,summer,2012,5,Not Holiday,1,Workingday,Mist Cloudy,23.506653,27.495000000000005,78.95830000000001,14.250364,342.0,2501,2843.0
500,501,2012-05-15,summer,2012,5,Not Holiday,2,Workingday,Mist Cloudy,25.078346999999997,28.8202,79.45830000000001,9.875264,625.0,4490,5115.0
501,502,2012-05-16,summer,2012,5,Not Holiday,3,Workingday,Clear Cloudy,26.103347,29.798750000000002,69.7917,8.208304,991.0,6433,7424.0
502,503,2012-05-17,summer,2012,5,Not Holiday,4,Workingday,Clear Cloudy,24.326653,28.630650000000003,52.0,15.374825000000001,1242.0,6142,7384.0
503,504,2012-05-18,summer,2012,5,Not Holiday,5,Workingday,Clear Cloudy,23.130847,27.55605,52.33330000000001,9.166739,1521.0,6118,7639.0
504,505,2012-05-19,summer,2012,5,Not Holiday,6,Weekend/Holiday,Clear Cloudy,24.599999999999998,28.345399999999998,45.625,5.626325,2266.75,4884,7150.75
505,506,2012-05-20,summer,2012,5,Not Holiday,0,Weekend/Holiday,Clear Cloudy,25.454152999999998,29.19835,53.041700000000006,17.042589,2266.75,4425,6691.75
506,507,2012-05-21,summer,2012,5,Not Holiday,1,Workingday,Mist Cloudy,24.531653,28.283350000000002,81.125,15.624668,630.0,3729,4359.0
507,508,2012-05-22,summer,2012,5,Not Holiday,2,Workingday,Mist Cloudy,25.215,29.04125,76.5833,7.917189,819.0,5254,6073.0
508,509,2012-05-23,summer,2012,5,Not Holiday,3,Workingday,Mist Cloudy,25.488346999999997,29.230600000000003,77.45830000000001,6.834,766.0,4494,5260.0
509,510,2012-05-24,summer,2012,5,Not Holiday,4,Workingday,Clear Cloudy,26.855,30.335,71.6667,11.584031999999999,1059.0,5711,6770.0
510,511,2012-05-25,summer,2012,5,Not Holiday,5,Workingday,Clear Cloudy,27.880000000000003,31.37645,74.70830000000001,9.41685,1417.0,5317,6734.0
511,512,2012-05-26,summer,2012,5,Not Holiday,6,Weekend/Holiday,Clear Cloudy,28.392500000000002,32.134800000000006,73.25,13.332464,2266.75,3681,5947.75
512,513,2012-05-27,summer,2012,5,Not Holiday,0,Weekend/Holiday,Clear Cloudy,28.29,32.07125,69.7083,14.416457,2266.75,3308,5574.75
513,514,2012-05-28,summer,2012,5,Not Holiday,1,Weekend/Holiday,Clear Cloudy,29.212500000000002,33.965,67.625,13.166907,2266.75,3486,5752.75
514,515,2012-05-29,summer,2012,5,Not Holiday,2,Workingday,Clear Cloudy,29.622500000000002,33.6496,68.45830000000001,19.7918,880.0,4863,5743.0
515,516,2012-05-30,summer,2012,5,Not Holiday,3,Workingday,Mist Cloudy,26.923347,30.55645,67.0,9.000043,745.0,6110,6855.0
516,517,2012-05-31,summer,2012,5,Not Holiday,4,Workingday,Clear Cloudy,27.880000000000003,31.566450000000003,49.2917,13.083693,1100.0,6238,7338.0
517,518,2012-06-01,summer,2012,6,Not Holiday,5,Workingday,Mist Cloudy,26.820847,30.3981,75.5417,15.916720999999999,533.0,3594,4127.0
518,519,2012-06-02,summer,2012,6,Not Holiday,6,Weekend/Holiday,Clear Cloudy,23.916653,28.3144,54.9167,12.499654,2266.75,5325,7591.75
519,520,2012-06-03,summer,2012,6,Not Holiday,0,Weekend/Holiday,Clear Cloudy,24.7025,28.75665,49.3333,12.333829,2266.75,5147,7413.75
520,521,2012-06-04,summer,2012,6,Not Holiday,1,Workingday,Clear Cloudy,24.497500000000002,28.91415,48.7083,19.083811,1071.0,5927,6998.0
521,522,2012-06-05,summer,2012,6,Not Holiday,2,Workingday,Mist Cloudy,22.174153,26.294600000000003,61.3333,14.041525,968.0,6033,7001.0
522,523,2012-06-06,summer,2012,6,Not Holiday,3,Workingday,Clear Cloudy,22.720847,27.1146,61.12499999999999,5.167375,1027.0,6028,7055.0
523,524,2012-06-07,summer,2012,6,Not Holiday,4,Workingday,Clear Cloudy,24.7025,28.4721,56.7083,10.542449999999999,1038.0,6456,7494.0
524,525,2012-06-08,summer,2012,6,Not Holiday,5,Workingday,Clear Cloudy,26.615847000000002,29.8931,46.791700000000006,11.750661000000001,1488.0,6248,7736.0
525,526,2012-06-09,summer,2012,6,Not Holiday,6,Weekend/Holiday,Clear Cloudy,29.144153000000003,32.418350000000004,43.7083,9.667229,2266.75,4790,7056.75
526,527,2012-06-10,summer,2012,6,Not Holiday,0,Weekend/Holiday,Clear Cloudy,29.793346999999997,33.175850000000004,53.833299999999994,8.959307,2224.0,4374,6598.0
527,528,2012-06-11,summer,2012,6,Not Holiday,1,Workingday,Mist Cloudy,29.554153,32.98605,58.791700000000006,13.916771,1017.0,5647,6664.0
528,529,2012-06-12,summer,2012,6,Not Holiday,2,Workingday,Mist Cloudy,26.786653,29.89375,83.3333,14.374581999999998,477.0,4495,4972.0
